date,state,market,crop_type,original_commodity,price_ngn,price_usd,price_type,latitude,longitude
2017-10-15,Kebbi,Gwandu,bread,Bread,397.0,1.3,Retail,12.49,4.64
2017-10-15,Kebbi,Gwandu,yam,Yam,320.0,1.05,Retail,12.49,4.64
2017-10-15,Lagos,Lagos,bread,Bread,609.0,1.99,Retail,6.61,3.4
2017-10-15,Lagos,Lagos,yam,Yam,525.0,1.72,Retail,6.61,3.4
2017-10-15,Oyo,Ibadan,bread,Bread,372.0,1.22,Retail,7.4,3.92
2017-10-15,Oyo,Ibadan,yam,Yam,293.0,0.96,Retail,7.4,3.92
2017-10-15,Yobe,Bursari,maize_flour,Maize flour,646.0,2.12,Retail,12.5,11.5
2017-10-15,Yobe,Bursari,millet,Millet,511.0,1.67,Retail,12.5,11.5
2017-10-15,Yobe,Bursari,rice,Rice (imported),2000.0,6.55,Retail,12.5,11.5
2017-10-15,Yobe,Bursari,rice,Rice (local),1350.0,4.42,Retail,12.5,11.5
2017-10-15,Yobe,Bursari,sorghum,Sorghum,571.0,1.87,Retail,12.5,11.5
2017-10-15,Yobe,Bursari,yam,Yam,403.0,1.32,Retail,12.5,11.5
2017-10-15,Yobe,Bursari,eggs,Eggs,1100.0,3.6,Retail,12.5,11.5
2017-10-15,Yobe,Bursari,salt,Salt,400.0,1.31,Retail,12.5,11.5
2017-10-15,Yobe,Bursari,sugar,Sugar,442.0,1.45,Retail,12.5,11.5
2017-10-15,Yobe,Bursari,cowpea,Cowpeas,938.0,3.07,Retail,12.5,11.5
2017-10-15,Yobe,Bursari,groundnut,Groundnuts,1283.0,4.2,Retail,12.5,11.5
2017-10-15,Yobe,Bursari,banana,Bananas,125.0,0.41,Retail,12.5,11.5
2017-10-15,Yobe,Bursari,onion,Onions,125.0,0.41,Retail,12.5,11.5
2017-10-15,Yobe,Bursari,orange,Oranges,150.0,0.49,Retail,12.5,11.5
2017-10-15,Yobe,Bursari,spinach,Spinach,50.0,0.16,Retail,12.5,11.5
2017-10-15,Yobe,Bursari,tomato,Tomatoes,45.0,0.15,Retail,12.5,11.5
2017-10-15,Yobe,Damaturu,bread,Bread,267.0,0.87,Retail,11.74,11.96
2017-10-15,Yobe,Damaturu,maize,Maize (yellow),127.0,0.42,Retail,11.74,11.96
2017-10-15,Yobe,Damaturu,yam,Yam,545.0,1.78,Retail,11.74,11.96
2017-10-15,Yobe,Damaturu (Sunday Market),maize_flour,Maize flour,687.0,2.25,Retail,11.74,11.96
2017-10-15,Yobe,Damaturu (Sunday Market),millet,Millet,511.0,1.67,Retail,11.74,11.96
2017-10-15,Yobe,Damaturu (Sunday Market),rice,Rice (imported),2000.0,6.55,Retail,11.74,11.96
2017-10-15,Yobe,Damaturu (Sunday Market),rice,Rice (local),1543.0,5.05,Retail,11.74,11.96
2017-10-15,Yobe,Damaturu (Sunday Market),sorghum,Sorghum,727.0,2.38,Retail,11.74,11.96
2017-10-15,Yobe,Damaturu (Sunday Market),yam,Yam,444.0,1.45,Retail,11.74,11.96
2017-10-15,Yobe,Damaturu (Sunday Market),eggs,Eggs,1000.0,3.27,Retail,11.74,11.96
2017-10-15,Yobe,Damaturu (Sunday Market),salt,Salt,400.0,1.31,Retail,11.74,11.96
2017-10-15,Yobe,Damaturu (Sunday Market),sugar,Sugar,423.0,1.39,Retail,11.74,11.96
2017-10-15,Yobe,Damaturu (Sunday Market),cowpea,Cowpeas,969.0,3.17,Retail,11.74,11.96
2017-10-15,Yobe,Damaturu (Sunday Market),groundnut,Groundnuts,1467.0,4.8,Retail,11.74,11.96
2017-10-15,Yobe,Damaturu (Sunday Market),banana,Bananas,200.0,0.65,Retail,11.74,11.96
2017-10-15,Yobe,Damaturu (Sunday Market),onion,Onions,188.0,0.62,Retail,11.74,11.96
2017-10-15,Yobe,Damaturu (Sunday Market),orange,Oranges,100.0,0.33,Retail,11.74,11.96
2017-10-15,Yobe,Damaturu (Sunday Market),spinach,Spinach,50.0,0.16,Retail,11.74,11.96
2017-10-15,Yobe,Damaturu (Sunday Market),tomato,Tomatoes,50.0,0.16,Retail,11.74,11.96
2017-10-15,Yobe,Geidam,maize_flour,Maize flour,969.0,3.17,Retail,12.89,11.92
2017-10-15,Yobe,Geidam,millet,Millet,604.0,1.98,Retail,12.89,11.92
2017-10-15,Yobe,Geidam,rice,Rice (imported),2000.0,6.55,Retail,12.89,11.92
2017-10-15,Yobe,Geidam,rice,Rice (local),1591.0,5.21,Retail,12.89,11.92
2017-10-15,Yobe,Geidam,sorghum,Sorghum,571.0,1.87,Retail,12.89,11.92
2017-10-15,Yobe,Geidam,yam,Yam,363.0,1.19,Retail,12.89,11.92
2017-10-15,Yobe,Geidam,eggs,Eggs,1200.0,3.93,Retail,12.89,11.92
2017-10-15,Yobe,Geidam,salt,Salt,400.0,1.31,Retail,12.89,11.92
2017-10-15,Yobe,Geidam,sugar,Sugar,423.0,1.39,Retail,12.89,11.92
2017-10-15,Yobe,Geidam,cowpea,Cowpeas,938.0,3.07,Retail,12.89,11.92
2017-10-15,Yobe,Geidam,groundnut,Groundnuts,1283.0,4.2,Retail,12.89,11.92
2017-10-15,Yobe,Geidam,banana,Bananas,200.0,0.65,Retail,12.89,11.92
2017-10-15,Yobe,Geidam,onion,Onions,250.0,0.82,Retail,12.89,11.92
2017-10-15,Yobe,Geidam,orange,Oranges,100.0,0.33,Retail,12.89,11.92
2017-10-15,Yobe,Geidam,spinach,Spinach,125.0,0.41,Retail,12.89,11.92
2017-10-15,Yobe,Geidam,tomato,Tomatoes,100.0,0.33,Retail,12.89,11.92
2017-10-15,Yobe,Gujba (Buni Yadi),maize_flour,Maize flour,525.0,1.72,Retail,11.29,12.0
2017-10-15,Yobe,Gujba (Buni Yadi),millet,Millet,557.0,1.82,Retail,11.29,12.0
2017-10-15,Yobe,Gujba (Buni Yadi),rice,Rice (imported),2000.0,6.55,Retail,11.29,12.0
2017-10-15,Yobe,Gujba (Buni Yadi),rice,Rice (local),1398.0,4.58,Retail,11.29,12.0
2017-10-15,Yobe,Gujba (Buni Yadi),sorghum,Sorghum,675.0,2.21,Retail,11.29,12.0
2017-10-15,Yobe,Gujba (Buni Yadi),yam,Yam,323.0,1.06,Retail,11.29,12.0
2017-10-15,Yobe,Gujba (Buni Yadi),eggs,Eggs,1000.0,3.27,Retail,11.29,12.0
2017-10-15,Yobe,Gujba (Buni Yadi),salt,Salt,400.0,1.31,Retail,11.29,12.0
2017-10-15,Yobe,Gujba (Buni Yadi),sugar,Sugar,442.0,1.45,Retail,11.29,12.0
2017-10-15,Yobe,Gujba (Buni Yadi),cowpea,Cowpeas,885.0,2.9,Retail,11.29,12.0
2017-10-15,Yobe,Gujba (Buni Yadi),groundnut,Groundnuts,1100.0,3.6,Retail,11.29,12.0
2017-10-15,Yobe,Gujba (Buni Yadi),banana,Bananas,100.0,0.33,Retail,11.29,12.0
2017-10-15,Yobe,Gujba (Buni Yadi),onion,Onions,156.0,0.51,Retail,11.29,12.0
2017-10-15,Yobe,Gujba (Buni Yadi),orange,Oranges,80.0,0.26,Retail,11.29,12.0
2017-10-15,Yobe,Gujba (Buni Yadi),spinach,Spinach,50.0,0.16,Retail,11.29,12.0
2017-10-15,Yobe,Gujba (Buni Yadi),tomato,Tomatoes,75.0,0.25,Retail,11.29,12.0
2017-10-15,Yobe,Gulani (Tettaba),maize_flour,Maize flour,646.0,2.12,Retail,10.81,11.73
2017-10-15,Yobe,Gulani (Tettaba),millet,Millet,557.0,1.82,Retail,10.81,11.73
2017-10-15,Yobe,Gulani (Tettaba),rice,Rice (local),1350.0,4.42,Retail,10.81,11.73
2017-10-15,Yobe,Gulani (Tettaba),sorghum,Sorghum,571.0,1.87,Retail,10.81,11.73
2017-10-15,Yobe,Gulani (Tettaba),yam,Yam,484.0,1.58,Retail,10.81,11.73
2017-10-15,Yobe,Gulani (Tettaba),eggs,Eggs,1000.0,3.27,Retail,10.81,11.73
2017-10-15,Yobe,Gulani (Tettaba),salt,Salt,450.0,1.47,Retail,10.81,11.73
2017-10-15,Yobe,Gulani (Tettaba),sugar,Sugar,462.0,1.51,Retail,10.81,11.73
2017-10-15,Yobe,Gulani (Tettaba),cowpea,Cowpeas,781.0,2.56,Retail,10.81,11.73
2017-10-15,Yobe,Gulani (Tettaba),groundnut,Groundnuts,1238.0,4.05,Retail,10.81,11.73
2017-10-15,Yobe,Gulani (Tettaba),banana,Bananas,100.0,0.33,Retail,10.81,11.73
2017-10-15,Yobe,Gulani (Tettaba),onion,Onions,125.0,0.41,Retail,10.81,11.73
2017-10-15,Yobe,Gulani (Tettaba),orange,Oranges,80.0,0.26,Retail,10.81,11.73
2017-10-15,Yobe,Gulani (Tettaba),spinach,Spinach,25.0,0.082,Retail,10.81,11.73
2017-10-15,Yobe,Gulani (Tettaba),tomato,Tomatoes,60.0,0.2,Retail,10.81,11.73
2017-10-15,Yobe,Jakusko,maize_flour,Maize flour,606.0,1.98,Retail,12.2,10.88
2017-10-15,Yobe,Jakusko,millet,Millet,622.0,2.04,Retail,12.2,10.88
2017-10-15,Yobe,Jakusko,rice,Rice (local),1446.0,4.74,Retail,12.2,10.88
2017-10-15,Yobe,Jakusko,sorghum,Sorghum,779.0,2.55,Retail,12.2,10.88
2017-10-15,Yobe,Jakusko,yam,Yam,363.0,1.19,Retail,12.2,10.88
2017-10-15,Yobe,Jakusko,eggs,Eggs,1050.0,3.44,Retail,12.2,10.88
2017-10-15,Yobe,Jakusko,salt,Salt,425.0,1.39,Retail,12.2,10.88
2017-10-15,Yobe,Jakusko,sugar,Sugar,423.0,1.39,Retail,12.2,10.88
2017-10-15,Yobe,Jakusko,cowpea,Cowpeas,938.0,3.07,Retail,12.2,10.88
2017-10-15,Yobe,Jakusko,groundnut,Groundnuts,1329.0,4.35,Retail,12.2,10.88
2017-10-15,Yobe,Jakusko,banana,Bananas,225.0,0.74,Retail,12.2,10.88
2017-10-15,Yobe,Jakusko,onion,Onions,113.0,0.37,Retail,12.2,10.88
2017-10-15,Yobe,Jakusko,orange,Oranges,100.0,0.33,Retail,12.2,10.88
2017-10-15,Yobe,Jakusko,spinach,Spinach,50.0,0.16,Retail,12.2,10.88
2017-10-15,Yobe,Jakusko,tomato,Tomatoes,55.0,0.18,Retail,12.2,10.88
2017-10-15,Yobe,Bade (Gashua),maize_flour,Maize flour,565.0,1.85,Retail,12.87,11.04
2017-10-15,Yobe,Bade (Gashua),millet,Millet,464.0,1.52,Retail,12.87,11.04
2017-10-15,Yobe,Bade (Gashua),rice,Rice (imported),2000.0,6.55,Retail,12.87,11.04
2017-10-15,Yobe,Bade (Gashua),rice,Rice (local),1350.0,4.42,Retail,12.87,11.04
2017-10-15,Yobe,Bade (Gashua),sorghum,Sorghum,519.0,1.7,Retail,12.87,11.04
2017-10-15,Yobe,Bade (Gashua),yam,Yam,403.0,1.32,Retail,12.87,11.04
2017-10-15,Yobe,Bade (Gashua),eggs,Eggs,975.0,3.19,Retail,12.87,11.04
2017-10-15,Yobe,Bade (Gashua),salt,Salt,400.0,1.31,Retail,12.87,11.04
2017-10-15,Yobe,Bade (Gashua),sugar,Sugar,442.0,1.45,Retail,12.87,11.04
2017-10-15,Yobe,Bade (Gashua),cowpea,Cowpeas,885.0,2.9,Retail,12.87,11.04
2017-10-15,Yobe,Bade (Gashua),groundnut,Groundnuts,1146.0,3.75,Retail,12.87,11.04
2017-10-15,Yobe,Bade (Gashua),banana,Bananas,175.0,0.57,Retail,12.87,11.04
2017-10-15,Yobe,Bade (Gashua),onion,Onions,125.0,0.41,Retail,12.87,11.04
2017-10-15,Yobe,Bade (Gashua),orange,Oranges,100.0,0.33,Retail,12.87,11.04
2017-10-15,Yobe,Bade (Gashua),spinach,Spinach,50.0,0.16,Retail,12.87,11.04
2017-10-15,Yobe,Bade (Gashua),tomato,Tomatoes,45.0,0.15,Retail,12.87,11.04
2017-10-15,Yobe,Nguru,maize_flour,Maize flour,525.0,1.72,Retail,12.87,10.45
2017-10-15,Yobe,Nguru,millet,Millet,539.0,1.76,Retail,12.87,10.45
2017-10-15,Yobe,Nguru,rice,Rice (imported),1950.0,6.39,Retail,12.87,10.45
2017-10-15,Yobe,Nguru,rice,Rice (local),1302.0,4.26,Retail,12.87,10.45
2017-10-15,Yobe,Nguru,sorghum,Sorghum,779.0,2.55,Retail,12.87,10.45
2017-10-15,Yobe,Nguru,yam,Yam,302.0,0.99,Retail,12.87,10.45
2017-10-15,Yobe,Nguru,eggs,Eggs,1000.0,3.27,Retail,12.87,10.45
2017-10-15,Yobe,Nguru,salt,Salt,400.0,1.31,Retail,12.87,10.45
2017-10-15,Yobe,Nguru,sugar,Sugar,423.0,1.39,Retail,12.87,10.45
2017-10-15,Yobe,Nguru,cowpea,Cowpeas,938.0,3.07,Retail,12.87,10.45
2017-10-15,Yobe,Nguru,groundnut,Groundnuts,1192.0,3.9,Retail,12.87,10.45
2017-10-15,Yobe,Nguru,banana,Bananas,200.0,0.65,Retail,12.87,10.45
2017-10-15,Yobe,Nguru,onion,Onions,100.0,0.33,Retail,12.87,10.45
2017-10-15,Yobe,Nguru,orange,Oranges,80.0,0.26,Retail,12.87,10.45
2017-10-15,Yobe,Nguru,spinach,Spinach,50.0,0.16,Retail,12.87,10.45
2017-10-15,Yobe,Nguru,tomato,Tomatoes,45.0,0.15,Retail,12.87,10.45
2017-10-15,Yobe,Potiskum,bread,Bread,149.0,0.49,Retail,11.71,11.08
2017-10-15,Yobe,Potiskum,maize,Maize (yellow),71.0,0.23,Retail,11.71,11.08
2017-10-15,Yobe,Potiskum,maize_flour,Maize flour,606.0,1.98,Retail,11.71,11.08
2017-10-15,Yobe,Potiskum,millet,Millet,557.0,1.82,Retail,11.71,11.08
2017-10-15,Yobe,Potiskum,rice,Rice (local),1446.0,4.74,Retail,11.71,11.08
2017-10-15,Yobe,Potiskum,sorghum,Sorghum,779.0,2.55,Retail,11.71,11.08
2017-10-15,Yobe,Potiskum,yam,Yam,323.0,1.06,Retail,11.71,11.08
2017-10-15,Yobe,Potiskum,eggs,Eggs,1050.0,3.44,Retail,11.71,11.08
2017-10-15,Yobe,Potiskum,salt,Salt,425.0,1.39,Retail,11.71,11.08
2017-10-15,Yobe,Potiskum,sugar,Sugar,423.0,1.39,Retail,11.71,11.08
2017-10-15,Yobe,Potiskum,cowpea,Cowpeas,938.0,3.07,Retail,11.71,11.08
2017-10-15,Yobe,Potiskum,groundnut,Groundnuts,1283.0,4.2,Retail,11.71,11.08
2017-10-15,Yobe,Potiskum,banana,Bananas,200.0,0.65,Retail,11.71,11.08
2017-10-15,Yobe,Potiskum,onion,Onions,125.0,0.41,Retail,11.71,11.08
2017-10-15,Yobe,Potiskum,orange,Oranges,100.0,0.33,Retail,11.71,11.08
2017-10-15,Yobe,Potiskum,spinach,Spinach,50.0,0.16,Retail,11.71,11.08
2017-10-15,Yobe,Potiskum,tomato,Tomatoes,65.0,0.21,Retail,11.71,11.08
2017-10-15,Yobe,Yunusari,maize_flour,Maize flour,969.0,3.17,Retail,13.15,11.54
2017-10-15,Yobe,Yunusari,millet,Millet,650.0,2.13,Retail,13.15,11.54
2017-10-15,Yobe,Yunusari,rice,Rice (imported),2000.0,6.55,Retail,13.15,11.54
2017-10-15,Yobe,Yunusari,rice,Rice (local),1350.0,4.42,Retail,13.15,11.54
2017-10-15,Yobe,Yunusari,sorghum,Sorghum,571.0,1.87,Retail,13.15,11.54
2017-10-15,Yobe,Yunusari,yam,Yam,323.0,1.06,Retail,13.15,11.54
2017-10-15,Yobe,Yunusari,eggs,Eggs,1200.0,3.93,Retail,13.15,11.54
2017-10-15,Yobe,Yunusari,salt,Salt,400.0,1.31,Retail,13.15,11.54
2017-10-15,Yobe,Yunusari,sugar,Sugar,423.0,1.39,Retail,13.15,11.54
2017-10-15,Yobe,Yunusari,cowpea,Cowpeas,938.0,3.07,Retail,13.15,11.54
2017-10-15,Yobe,Yunusari,groundnut,Groundnuts,1283.0,4.2,Retail,13.15,11.54
2017-10-15,Yobe,Yunusari,banana,Bananas,200.0,0.65,Retail,13.15,11.54
2017-10-15,Yobe,Yunusari,onion,Onions,125.0,0.41,Retail,13.15,11.54
2017-10-15,Yobe,Yunusari,orange,Oranges,100.0,0.33,Retail,13.15,11.54
2017-10-15,Yobe,Yunusari,spinach,Spinach,100.0,0.33,Retail,13.15,11.54
2017-10-15,Yobe,Yunusari,tomato,Tomatoes,100.0,0.33,Retail,13.15,11.54
2017-10-15,Yobe,Yusufari,maize_flour,Maize flour,969.0,3.17,Retail,13.06,11.17
2017-10-15,Yobe,Yusufari,millet,Millet,650.0,2.13,Retail,13.06,11.17
2017-10-15,Yobe,Yusufari,rice,Rice (imported),2000.0,6.55,Retail,13.06,11.17
2017-10-15,Yobe,Yusufari,rice,Rice (local),1350.0,4.42,Retail,13.06,11.17
2017-10-15,Yobe,Yusufari,sorghum,Sorghum,623.0,2.04,Retail,13.06,11.17
2017-10-15,Yobe,Yusufari,yam,Yam,403.0,1.32,Retail,13.06,11.17
2017-10-15,Yobe,Yusufari,eggs,Eggs,1200.0,3.93,Retail,13.06,11.17
2017-10-15,Yobe,Yusufari,salt,Salt,400.0,1.31,Retail,13.06,11.17
2017-10-15,Yobe,Yusufari,sugar,Sugar,423.0,1.39,Retail,13.06,11.17
2017-10-15,Yobe,Yusufari,cowpea,Cowpeas,938.0,3.07,Retail,13.06,11.17
2017-10-15,Yobe,Yusufari,groundnut,Groundnuts,1283.0,4.2,Retail,13.06,11.17
2017-10-15,Yobe,Yusufari,banana,Bananas,200.0,0.65,Retail,13.06,11.17
2017-10-15,Yobe,Yusufari,onion,Onions,125.0,0.41,Retail,13.06,11.17
2017-10-15,Yobe,Yusufari,orange,Oranges,100.0,0.33,Retail,13.06,11.17
2017-10-15,Yobe,Yusufari,spinach,Spinach,100.0,0.33,Retail,13.06,11.17
2017-10-15,Yobe,Yusufari,tomato,Tomatoes,100.0,0.33,Retail,13.06,11.17
2017-10-15,Zamfara,Kaura Namoda,bread,Bread,326.0,1.07,Retail,12.6,6.59
2017-10-15,Zamfara,Kaura Namoda,yam,Yam,298.0,0.98,Retail,12.6,6.59
2017-11-15,Borno,Biu,bread,Bread,220.0,0.72,Retail,10.61,12.19
2017-11-15,Borno,Biu,yam,Yam,179.0,0.59,Retail,10.61,12.19
2017-11-15,Borno,Abba Gamaram,maize_flour,Maize flour,468.0,1.53,Retail,11.86,13.15
2017-11-15,Borno,Abba Gamaram,millet,Millet,325.0,1.06,Retail,11.86,13.15
2017-11-15,Borno,Abba Gamaram,rice,Rice (imported),1100.0,3.6,Retail,11.86,13.15
2017-11-15,Borno,Abba Gamaram,rice,Rice (local),675.0,2.21,Retail,11.86,13.15
2017-11-15,Borno,Abba Gamaram,sorghum,Sorghum,357.0,1.17,Retail,11.86,13.15
2017-11-15,Borno,Abba Gamaram,yam,Yam,412.0,1.35,Retail,11.86,13.15
2017-11-15,Borno,Abba Gamaram,eggs,Eggs,1000.0,3.27,Retail,11.86,13.15
2017-11-15,Borno,Abba Gamaram,salt,Salt,155.0,0.51,Retail,11.86,13.15
2017-11-15,Borno,Abba Gamaram,sugar,Sugar,221.0,0.72,Retail,11.86,13.15
2017-11-15,Borno,Abba Gamaram,groundnut,Groundnuts,750.0,2.45,Retail,11.86,13.15
2017-11-15,Borno,Abba Gamaram,banana,Bananas,216.7,0.71,Retail,11.86,13.15
2017-11-15,Borno,Abba Gamaram,onion,Onions,200.0,0.65,Retail,11.86,13.15
2017-11-15,Borno,Abba Gamaram,orange,Oranges,83.3,0.27,Retail,11.86,13.15
2017-11-15,Borno,Abba Gamaram,spinach,Spinach,50.0,0.16,Retail,11.86,13.15
2017-11-15,Borno,Abba Gamaram,tomato,Tomatoes,100.0,0.33,Retail,11.86,13.15
2017-11-15,Borno,Baga Road,maize_flour,Maize flour,291.0,0.95,Retail,11.87,13.12
2017-11-15,Borno,Baga Road,millet,Millet,371.0,1.21,Retail,11.87,13.12
2017-11-15,Borno,Baga Road,rice,Rice (imported),1100.0,3.6,Retail,11.87,13.12
2017-11-15,Borno,Baga Road,rice,Rice (local),675.0,2.21,Retail,11.87,13.12
2017-11-15,Borno,Baga Road,sorghum,Sorghum,289.0,0.95,Retail,11.87,13.12
2017-11-15,Borno,Baga Road,yam,Yam,441.0,1.44,Retail,11.87,13.12
2017-11-15,Borno,Baga Road,eggs,Eggs,1000.0,3.27,Retail,11.87,13.12
2017-11-15,Borno,Baga Road,salt,Salt,70.0,0.23,Retail,11.87,13.12
2017-11-15,Borno,Baga Road,sugar,Sugar,231.0,0.76,Retail,11.87,13.12
2017-11-15,Borno,Baga Road,groundnut,Groundnuts,800.0,2.62,Retail,11.87,13.12
2017-11-15,Borno,Baga Road,banana,Bananas,250.0,0.82,Retail,11.87,13.12
2017-11-15,Borno,Baga Road,onion,Onions,200.0,0.65,Retail,11.87,13.12
2017-11-15,Borno,Baga Road,orange,Oranges,90.0,0.29,Retail,11.87,13.12
2017-11-15,Borno,Baga Road,spinach,Spinach,50.0,0.16,Retail,11.87,13.12
2017-11-15,Borno,Baga Road,tomato,Tomatoes,50.0,0.16,Retail,11.87,13.12
2017-11-15,Borno,Bullunkutu,maize_flour,Maize flour,323.0,1.06,Retail,11.83,13.09
2017-11-15,Borno,Bullunkutu,millet,Millet,306.0,1.0,Retail,11.83,13.09
2017-11-15,Borno,Bullunkutu,rice,Rice (imported),1050.0,3.44,Retail,11.83,13.09
2017-11-15,Borno,Bullunkutu,rice,Rice (local),675.0,2.21,Retail,11.83,13.09
2017-11-15,Borno,Bullunkutu,sorghum,Sorghum,285.0,0.93,Retail,11.83,13.09
2017-11-15,Borno,Bullunkutu,yam,Yam,386.0,1.26,Retail,11.83,13.09
2017-11-15,Borno,Bullunkutu,eggs,Eggs,1025.0,3.36,Retail,11.83,13.09
2017-11-15,Borno,Bullunkutu,salt,Salt,135.0,0.44,Retail,11.83,13.09
2017-11-15,Borno,Bullunkutu,sugar,Sugar,227.0,0.74,Retail,11.83,13.09
2017-11-15,Borno,Bullunkutu,groundnut,Groundnuts,700.0,2.29,Retail,11.83,13.09
2017-11-15,Borno,Bullunkutu,banana,Bananas,250.0,0.82,Retail,11.83,13.09
2017-11-15,Borno,Bullunkutu,onion,Onions,150.0,0.49,Retail,11.83,13.09
2017-11-15,Borno,Bullunkutu,orange,Oranges,90.0,0.29,Retail,11.83,13.09
2017-11-15,Borno,Bullunkutu,spinach,Spinach,50.0,0.16,Retail,11.83,13.09
2017-11-15,Borno,Bullunkutu,tomato,Tomatoes,50.0,0.16,Retail,11.83,13.09
2017-11-15,Borno,Budum,maize_flour,Maize flour,468.0,1.53,Retail,11.85,13.16
2017-11-15,Borno,Budum,millet,Millet,321.0,1.05,Retail,11.85,13.16
2017-11-15,Borno,Budum,rice,Rice (imported),1150.0,3.76,Retail,11.85,13.16
2017-11-15,Borno,Budum,rice,Rice (local),723.0,2.37,Retail,11.85,13.16
2017-11-15,Borno,Budum,sorghum,Sorghum,270.0,0.88,Retail,11.85,13.16
2017-11-15,Borno,Budum,yam,Yam,294.0,0.96,Retail,11.85,13.16
2017-11-15,Borno,Budum,eggs,Eggs,1000.0,3.27,Retail,11.85,13.16
2017-11-15,Borno,Budum,salt,Salt,135.0,0.44,Retail,11.85,13.16
2017-11-15,Borno,Budum,sugar,Sugar,240.0,0.79,Retail,11.85,13.16
2017-11-15,Borno,Budum,groundnut,Groundnuts,950.0,3.11,Retail,11.85,13.16
2017-11-15,Borno,Budum,banana,Bananas,250.0,0.82,Retail,11.85,13.16
2017-11-15,Borno,Budum,onion,Onions,250.0,0.82,Retail,11.85,13.16
2017-11-15,Borno,Budum,orange,Oranges,90.0,0.29,Retail,11.85,13.16
2017-11-15,Borno,Budum,spinach,Spinach,50.0,0.16,Retail,11.85,13.16
2017-11-15,Borno,Budum,tomato,Tomatoes,75.0,0.25,Retail,11.85,13.16
2017-11-15,Borno,Custom,maize_flour,Maize flour,291.0,0.95,Retail,11.85,13.17
2017-11-15,Borno,Custom,millet,Millet,279.0,0.91,Retail,11.85,13.17
2017-11-15,Borno,Custom,rice,Rice (imported),1100.0,3.6,Retail,11.85,13.17
2017-11-15,Borno,Custom,rice,Rice (local),714.0,2.34,Retail,11.85,13.17
2017-11-15,Borno,Custom,sorghum,Sorghum,347.0,1.14,Retail,11.85,13.17
2017-11-15,Borno,Custom,yam,Yam,441.0,1.44,Retail,11.85,13.17
2017-11-15,Borno,Custom,eggs,Eggs,1025.0,3.36,Retail,11.85,13.17
2017-11-15,Borno,Custom,salt,Salt,60.0,0.2,Retail,11.85,13.17
2017-11-15,Borno,Custom,sugar,Sugar,231.0,0.76,Retail,11.85,13.17
2017-11-15,Borno,Custom,groundnut,Groundnuts,800.0,2.62,Retail,11.85,13.17
2017-11-15,Borno,Custom,banana,Bananas,250.0,0.82,Retail,11.85,13.17
2017-11-15,Borno,Custom,onion,Onions,450.0,1.47,Retail,11.85,13.17
2017-11-15,Borno,Custom,orange,Oranges,85.0,0.28,Retail,11.85,13.17
2017-11-15,Borno,Custom,spinach,Spinach,50.0,0.16,Retail,11.85,13.17
2017-11-15,Borno,Custom,tomato,Tomatoes,50.0,0.16,Retail,11.85,13.17
2017-11-15,Borno,Kusawam Shanu,maize_flour,Maize flour,267.0,0.87,Retail,11.86,13.18
2017-11-15,Borno,Kusawam Shanu,millet,Millet,297.0,0.97,Retail,11.86,13.18
2017-11-15,Borno,Kusawam Shanu,rice,Rice (imported),1050.0,3.44,Retail,11.86,13.18
2017-11-15,Borno,Kusawam Shanu,rice,Rice (local),835.0,2.73,Retail,11.86,13.18
2017-11-15,Borno,Kusawam Shanu,sorghum,Sorghum,309.0,1.01,Retail,11.86,13.18
2017-11-15,Borno,Kusawam Shanu,yam,Yam,441.0,1.44,Retail,11.86,13.18
2017-11-15,Borno,Kusawam Shanu,eggs,Eggs,975.0,3.19,Retail,11.86,13.18
2017-11-15,Borno,Kusawam Shanu,salt,Salt,85.0,0.28,Retail,11.86,13.18
2017-11-15,Borno,Kusawam Shanu,sugar,Sugar,221.0,0.72,Retail,11.86,13.18
2017-11-15,Borno,Kusawam Shanu,groundnut,Groundnuts,600.0,1.96,Retail,11.86,13.18
2017-11-15,Borno,Kusawam Shanu,banana,Bananas,250.0,0.82,Retail,11.86,13.18
2017-11-15,Borno,Kusawam Shanu,onion,Onions,175.0,0.57,Retail,11.86,13.18
2017-11-15,Borno,Kusawam Shanu,orange,Oranges,100.0,0.33,Retail,11.86,13.18
2017-11-15,Borno,Kusawam Shanu,spinach,Spinach,50.0,0.16,Retail,11.86,13.18
2017-11-15,Borno,Kusawam Shanu,tomato,Tomatoes,75.0,0.25,Retail,11.86,13.18
2017-11-15,Borno,Maiduguri,bread,Bread,508.0,1.66,Retail,11.83,13.15
2017-11-15,Borno,Maiduguri,yam,Yam,387.0,1.27,Retail,11.83,13.15
2017-11-15,Borno,Monday,maize_flour,Maize flour,275.0,0.9,Retail,11.83,13.15
2017-11-15,Borno,Monday,millet,Millet,353.0,1.16,Retail,11.83,13.15
2017-11-15,Borno,Monday,rice,Rice (imported),1100.0,3.6,Retail,11.83,13.15
2017-11-15,Borno,Monday,rice,Rice (local),675.0,2.21,Retail,11.83,13.15
2017-11-15,Borno,Monday,sorghum,Sorghum,482.0,1.58,Retail,11.83,13.15
2017-11-15,Borno,Monday,yam,Yam,441.0,1.44,Retail,11.83,13.15
2017-11-15,Borno,Monday,eggs,Eggs,1000.0,3.27,Retail,11.83,13.15
2017-11-15,Borno,Monday,salt,Salt,160.0,0.52,Retail,11.83,13.15
2017-11-15,Borno,Monday,sugar,Sugar,231.0,0.76,Retail,11.83,13.15
