date,crop_type,region,price_ngn_per_kg,month,day_of_year,day_of_week,seasonal_factor
2025-09-19,tomato,kano,691.55,9,262,4,1.0
2025-09-20,tomato,kano,688.92,9,263,5,1.0
2025-09-21,tomato,kano,829.75,9,264,6,1.0
2025-09-22,tomato,kano,765.65,9,265,0,1.0
2025-09-23,tomato,kano,801.81,9,266,1,1.0
2025-09-24,tomato,kano,783.45,9,267,2,1.0
2025-09-25,tomato,kano,757.3,9,268,3,1.0
2025-09-26,tomato,kano,799.56,9,269,4,1.0
2025-09-27,tomato,kano,668.35,9,270,5,1.0
2025-09-28,tomato,kano,661.91,9,271,6,1.0
2025-09-29,tomato,kano,631.71,9,272,0,1.0
2025-09-30,tomato,kano,613.05,9,273,1,1.0
2025-10-01,tomato,kano,458.66,10,274,2,0.85
2025-10-02,tomato,kano,614.55,10,275,3,0.85
2025-10-03,tomato,kano,610.19,10,276,4,0.85
2025-10-04,tomato,kano,638.38,10,277,5,0.85
2025-10-05,tomato,kano,593.25,10,278,6,0.85
2025-10-06,tomato,kano,675.37,10,279,0,0.85
2025-10-07,tomato,kano,580.29,10,280,1,0.85
2025-10-08,tomato,kano,585.78,10,281,2,0.85
2025-10-09,tomato,kano,591.13,10,282,3,0.85
2025-10-10,tomato,kano,598.35,10,283,4,0.85
2025-10-11,tomato,kano,574.24,10,284,5,0.85
2025-10-12,tomato,kano,516.25,10,285,6,0.85
2025-10-13,tomato,kano,573.01,10,286,0,0.85
2025-10-14,tomato,kano,639.11,10,287,1,0.85
2025-10-15,tomato,kano,548.99,10,288,2,0.85
2025-10-16,tomato,kano,637.72,10,289,3,0.85
2025-10-17,tomato,kano,706.17,10,290,4,0.85
2025-10-18,tomato,kano,670.86,10,291,5,0.85
2025-10-19,tomato,kano,618.32,10,292,6,0.85
2025-10-20,tomato,kano,586.75,10,293,0,0.85
2025-10-21,tomato,kano,590.58,10,294,1,0.85
2025-10-22,tomato,kano,617.51,10,295,2,0.85
2025-10-23,tomato,kano,641.44,10,296,3,0.85
2025-10-24,tomato,kano,652.08,10,297,4,0.85
2025-10-25,tomato,kano,697.44,10,298,5,0.85
2025-10-26,tomato,kano,714.97,10,299,6,0.85
2025-10-27,tomato,kano,632.4,10,300,0,0.85
2025-10-28,tomato,kano,578.63,10,301,1,0.85
2025-10-29,tomato,kano,642.46,10,302,2,0.85
2025-10-30,tomato,kano,556.2,10,303,3,0.85
2025-10-31,tomato,kano,566.07,10,304,4,0.85
2025-11-01,tomato,kano,690.83,11,305,5,0.88
2025-11-02,tomato,kano,660.36,11,306,6,0.88
2025-11-03,tomato,kano,649.6,11,307,0,0.88
2025-11-04,tomato,kano,723.12,11,308,1,0.88
2025-11-05,tomato,kano,657.59,11,309,2,0.88
2025-11-06,tomato,kano,645.06,11,310,3,0.88
2025-11-07,tomato,kano,630.07,11,311,4,0.88
2025-11-08,tomato,kano,607.76,11,312,5,0.88
2025-11-09,tomato,kano,658.79,11,313,6,0.88
2025-11-10,tomato,kano,628.32,11,314,0,0.88
2025-11-11,tomato,kano,569.52,11,315,1,0.88
2025-11-12,tomato,kano,646.03,11,316,2,0.88
2025-11-13,tomato,kano,633.56,11,317,3,0.88
2025-11-14,tomato,kano,693.92,11,318,4,0.88
2025-11-15,tomato,kano,515.88,11,319,5,0.88
2025-11-16,tomato,kano,667.64,11,320,6,0.88
2025-11-17,tomato,kano,635.86,11,321,0,0.88
2025-11-18,tomato,kano,753.79,11,322,1,0.88
2025-11-19,tomato,kano,560.77,11,323,2,0.88
2025-11-20,tomato,kano,644.2,11,324,3,0.88
2025-11-21,tomato,kano,826.75,11,325,4,0.88
2025-11-22,tomato,kano,609.2,11,326,5,0.88
2025-11-23,tomato,kano,660.42,11,327,6,0.88
2025-11-24,tomato,kano,639.86,11,328,0,0.88
2025-11-25,tomato,kano,731.35,11,329,1,0.88
2025-11-26,tomato,kano,629.55,11,330,2,0.88
2025-11-27,tomato,kano,590.6,11,331,3,0.88
2025-11-28,tomato,kano,663.93,11,332,4,0.88
2025-11-29,tomato,kano,467.95,11,333,5,0.88
2025-11-30,tomato,kano,640.15,11,334,6,0.88
2025-12-01,tomato,kano,888.04,12,335,0,1.1
2025-12-02,tomato,kano,815.71,12,336,1,1.1
2025-12-03,tomato,kano,804.91,12,337,2,1.1
2025-12-04,tomato,kano,716.48,12,338,3,1.1
2025-12-05,tomato,kano,765.85,12,339,4,1.1
2025-12-06,tomato,kano,956.34,12,340,5,1.1
2025-12-07,tomato,kano,753.49,12,341,6,1.1
2025-12-08,tomato,kano,701.85,12,342,0,1.1
2025-12-09,tomato,kano,716.36,12,343,1,1.1
2025-12-10,tomato,kano,699.95,12,344,2,1.1
2025-12-11,tomato,kano,809.67,12,345,3,1.1
2025-12-12,tomato,kano,841.26,12,346,4,1.1
2025-12-13,tomato,kano,829.89,12,347,5,1.1
2025-12-14,tomato,kano,702.42,12,348,6,1.1
2025-12-15,tomato,kano,758.61,12,349,0,1.1
2025-12-16,tomato,kano,766.1,12,350,1,1.1
2025-12-17,tomato,kano,706.57,12,351,2,1.1
2025-12-18,tomato,kano,807.21,12,352,3,1.1
2025-12-19,tomato,kano,819.16,12,353,4,1.1
2025-12-20,tomato,kano,793.44,12,354,5,1.1
2025-12-21,tomato,kano,706.62,12,355,6,1.1
2025-12-22,tomato,kano,934.11,12,356,0,1.1
2025-12-23,tomato,kano,754.52,12,357,1,1.1
2025-12-24,tomato,kano,868.56,12,358,2,1.1
2025-12-25,tomato,kano,898.11,12,359,3,1.1
2025-12-26,tomato,kano,781.1,12,360,4,1.1
2025-12-27,tomato,kano,833.98,12,361,5,1.1
2025-12-28,tomato,kano,722.16,12,362,6,1.1
2025-12-29,tomato,kano,784.42,12,363,0,1.1
2025-12-30,tomato,kano,837.07,12,364,1,1.1
2025-12-31,tomato,kano,809.36,12,365,2,1.1
2026-01-01,tomato,kano,893.69,1,1,3,1.15
2026-01-02,tomato,kano,813.57,1,2,4,1.15
2026-01-03,tomato,kano,911.08,1,3,5,1.15
2026-01-04,tomato,kano,782.04,1,4,6,1.15
2026-01-05,tomato,kano,875.44,1,5,0,1.15
2026-01-06,tomato,kano,808.27,1,6,1,1.15
2026-01-07,tomato,kano,734.4,1,7,2,1.15
2026-01-08,tomato,kano,894.47,1,8,3,1.15
2026-01-09,tomato,kano,674.4,1,9,4,1.15
2026-01-10,tomato,kano,798.59,1,10,5,1.15
2026-01-11,tomato,kano,779.06,1,11,6,1.15
2026-01-12,tomato,kano,931.46,1,12,0,1.15
2026-01-13,tomato,kano,904.82,1,13,1,1.15
2026-01-14,tomato,kano,777.18,1,14,2,1.15
2026-01-15,tomato,kano,768.2,1,15,3,1.15
2026-01-16,tomato,kano,818.63,1,16,4,1.15
2026-01-17,tomato,kano,772.98,1,17,5,1.15
2026-01-18,tomato,kano,949.82,1,18,6,1.15
2026-01-19,tomato,kano,733.71,1,19,0,1.15
2026-01-20,tomato,kano,973.76,1,20,1,1.15
2026-01-21,tomato,kano,877.44,1,21,2,1.15
2026-01-22,tomato,kano,890.36,1,22,3,1.15
2026-01-23,tomato,kano,859.09,1,23,4,1.15
2026-01-24,tomato,kano,743.9,1,24,5,1.15
2026-01-25,tomato,kano,906.56,1,25,6,1.15
2026-01-26,tomato,kano,855.04,1,26,0,1.15
2026-01-27,tomato,kano,787.79,1,27,1,1.15
2026-01-28,tomato,kano,927.19,1,28,2,1.15
2026-01-29,tomato,kano,921.6,1,29,3,1.15
2026-01-30,tomato,kano,928.19,1,30,4,1.15
2026-01-31,tomato,kano,917.33,1,31,5,1.15
2026-02-01,tomato,kano,853.39,2,32,6,1.2
2026-02-02,tomato,kano,930.44,2,33,0,1.2
2026-02-03,tomato,kano,967.74,2,34,1,1.2
2026-02-04,tomato,kano,959.45,2,35,2,1.2
2026-02-05,tomato,kano,722.01,2,36,3,1.2
2026-02-06,tomato,kano,887.75,2,37,4,1.2
2026-02-07,tomato,kano,842.47,2,38,5,1.2
2026-02-08,tomato,kano,996.96,2,39,6,1.2
2026-02-09,tomato,kano,889.67,2,40,0,1.2
2026-02-10,tomato,kano,926.82,2,41,1,1.2
2026-02-11,tomato,kano,908.4,2,42,2,1.2
2026-02-12,tomato,kano,989.34,2,43,3,1.2
2026-02-13,tomato,kano,1025.45,2,44,4,1.2
2026-02-14,tomato,kano,898.32,2,45,5,1.2
2026-02-15,tomato,kano,913.22,2,46,6,1.2
2026-02-16,tomato,kano,995.46,2,47,0,1.2
2026-02-17,tomato,kano,816.24,2,48,1,1.2
2026-02-18,tomato,kano,824.05,2,49,2,1.2
2026-02-19,tomato,kano,850.35,2,50,3,1.2
2026-02-20,tomato,kano,952.66,2,51,4,1.2
2026-02-21,tomato,kano,902.54,2,52,5,1.2
2026-02-22,tomato,kano,851.88,2,53,6,1.2
2026-02-23,tomato,kano,987.92,2,54,0,1.2
2026-02-24,tomato,kano,789.53,2,55,1,1.2
2026-02-25,tomato,kano,849.45,2,56,2,1.2
2026-02-26,tomato,kano,888.11,2,57,3,1.2
2026-02-27,tomato,kano,1029.77,2,58,4,1.2
2026-02-28,tomato,kano,852.29,2,59,5,1.2
2026-03-01,tomato,kano,860.62,3,60,6,1.1
2026-03-02,tomato,kano,815.05,3,61,0,1.1
2026-03-03,tomato,kano,747.17,3,62,1,1.1
2026-03-04,tomato,kano,860.14,3,63,2,1.1
2026-03-05,tomato,kano,806.55,3,64,3,1.1
2026-03-06,tomato,kano,791.36,3,65,4,1.1
2026-03-07,tomato,kano,738.7,3,66,5,1.1
2026-03-08,tomato,kano,831.93,3,67,6,1.1
2026-03-09,tomato,kano,927.23,3,68,0,1.1
2026-03-10,tomato,kano,786.75,3,69,1,1.1
2026-03-11,tomato,kano,754.24,3,70,2,1.1
2026-03-12,tomato,kano,717.87,3,71,3,1.1
2026-03-13,tomato,kano,712.39,3,72,4,1.1
2026-03-14,tomato,kano,819.95,3,73,5,1.1
2026-03-15,tomato,kano,834.51,3,74,6,1.1
2026-03-16,tomato,kano,855.24,3,75,0,1.1
2026-03-17,tomato,kano,823.72,3,76,1,1.1
2026-03-18,tomato,kano,841.84,3,77,2,1.1
2026-03-19,tomato,kano,929.27,3,78,3,1.1
2026-03-20,tomato,kano,684.69,3,79,4,1.1
2026-03-21,tomato,kano,897.27,3,80,5,1.1
2026-03-22,tomato,kano,697.3,3,81,6,1.1
2026-03-23,tomato,kano,882.59,3,82,0,1.1
2026-03-24,tomato,kano,1348.6,3,83,1,1.1
2026-03-25,tomato,kano,868.1,3,84,2,1.1
2026-03-26,tomato,kano,854.35,3,85,3,1.1
2026-03-27,tomato,kano,901.67,3,86,4,1.1
2026-03-28,tomato,kano,1228.64,3,87,5,1.1
2026-03-29,tomato,kano,837.14,3,88,6,1.1
2026-03-30,tomato,kano,880.92,3,89,0,1.1
2026-03-31,tomato,kano,883.56,3,90,1,1.1
2026-04-01,tomato,kano,803.69,4,91,2,0.95
2026-04-02,tomato,kano,718.48,4,92,3,0.95
2026-04-03,tomato,kano,841.46,4,93,4,0.95
2026-04-04,tomato,kano,740.58,4,94,5,0.95
2026-04-05,tomato,kano,737.79,4,95,6,0.95
2026-04-06,tomato,kano,736.07,4,96,0,0.95
2026-04-07,tomato,kano,633.15,4,97,1,0.95
2026-04-08,tomato,kano,755.2,4,98,2,0.95
2026-04-09,tomato,kano,656.42,4,99,3,0.95
2026-04-10,tomato,kano,665.6,4,100,4,0.95
2026-04-11,tomato,kano,613.58,4,101,5,0.95
2026-04-12,tomato,kano,622.95,4,102,6,0.95
2026-04-13,tomato,kano,796.19,4,103,0,0.95
2026-04-14,tomato,kano,714.98,4,104,1,0.95
2026-04-15,tomato,kano,583.73,4,105,2,0.95
2026-04-16,tomato,kano,742.31,4,106,3,0.95
2026-04-17,tomato,kano,579.41,4,107,4,0.95
2026-04-18,tomato,kano,780.26,4,108,5,0.95
2026-04-19,tomato,kano,680.3,4,109,6,0.95
2026-04-20,tomato,kano,689.58,4,110,0,0.95
2026-04-21,tomato,kano,786.62,4,111,1,0.95
2026-04-22,tomato,kano,700.23,4,112,2,0.95
2026-04-23,tomato,kano,803.85,4,113,3,0.95
2026-04-24,tomato,kano,724.95,4,114,4,0.95
2026-04-25,tomato,kano,799.12,4,115,5,0.95
2026-04-26,tomato,kano,702.53,4,116,6,0.95
2026-04-27,tomato,kano,806.86,4,117,0,0.95
2026-04-28,tomato,kano,651.0,4,118,1,0.95
2026-04-29,tomato,kano,751.06,4,119,2,0.95
2026-04-30,tomato,kano,698.98,4,120,3,0.95
2026-05-01,tomato,kano,686.78,5,121,4,0.9
2026-05-02,tomato,kano,729.31,5,122,5,0.9
2026-05-03,tomato,kano,680.17,5,123,6,0.9
2026-05-04,tomato,kano,736.32,5,124,0,0.9
2026-05-05,tomato,kano,742.17,5,125,1,0.9
2026-05-06,tomato,kano,683.83,5,126,2,0.9
2026-05-07,tomato,kano,732.82,5,127,3,0.9
2026-05-08,tomato,kano,675.03,5,128,4,0.9
2026-05-09,tomato,kano,698.83,5,129,5,0.9
2026-05-10,tomato,kano,724.47,5,130,6,0.9
2026-05-11,tomato,kano,659.45,5,131,0,0.9
2026-05-12,tomato,kano,612.96,5,132,1,0.9
2026-05-13,tomato,kano,647.97,5,133,2,0.9
2026-05-14,tomato,kano,665.09,5,134,3,0.9
2026-05-15,tomato,kano,748.73,5,135,4,0.9
2026-05-16,tomato,kano,673.85,5,136,5,0.9
2026-05-17,tomato,kano,736.46,5,137,6,0.9
2026-05-18,tomato,kano,563.67,5,138,0,0.9
2026-05-19,tomato,kano,633.42,5,139,1,0.9
2026-05-20,tomato,kano,539.68,5,140,2,0.9
2026-05-21,tomato,kano,669.8,5,141,3,0.9
2026-05-22,tomato,kano,774.18,5,142,4,0.9
2026-05-23,tomato,kano,702.28,5,143,5,0.9
2026-05-24,tomato,kano,638.73,5,144,6,0.9
2026-05-25,tomato,kano,594.84,5,145,0,0.9
2026-05-26,tomato,kano,711.42,5,146,1,0.9
2026-05-27,tomato,kano,645.28,5,147,2,0.9
2026-05-28,tomato,kano,657.27,5,148,3,0.9
2026-05-29,tomato,kano,637.97,5,149,4,0.9
2026-05-30,tomato,kano,646.72,5,150,5,0.9
2026-05-31,tomato,kano,626.96,5,151,6,0.9
2026-06-01,tomato,kano,677.77,6,152,0,0.88
2026-06-02,tomato,kano,692.21,6,153,1,0.88
2026-06-03,tomato,kano,634.23,6,154,2,0.88
2026-06-04,tomato,kano,774.18,6,155,3,0.88
2026-06-05,tomato,kano,709.63,6,156,4,0.88
2026-06-06,tomato,kano,574.28,6,157,5,0.88
2026-06-07,tomato,kano,688.45,6,158,6,0.88
2026-06-08,tomato,kano,697.84,6,159,0,0.88
2026-06-09,tomato,kano,700.96,6,160,1,0.88
2026-06-10,tomato,kano,679.39,6,161,2,0.88
2026-06-11,tomato,kano,722.93,6,162,3,0.88
2026-06-12,tomato,kano,742.8,6,163,4,0.88
2026-06-13,tomato,kano,711.83,6,164,5,0.88
2026-06-14,tomato,kano,755.59,6,165,6,0.88
2026-06-15,tomato,kano,734.14,6,166,0,0.88
2026-06-16,tomato,kano,670.94,6,167,1,0.88
2026-06-17,tomato,kano,702.49,6,168,2,0.88
2026-06-18,tomato,kano,715.13,6,169,3,0.88
2026-06-19,tomato,kano,742.01,6,170,4,0.88
2026-06-20,tomato,kano,678.57,6,171,5,0.88
2026-06-21,tomato,kano,698.81,6,172,6,0.88
2026-06-22,tomato,kano,585.41,6,173,0,0.88
2026-06-23,tomato,kano,893.61,6,174,1,0.88
2026-06-24,tomato,kano,546.28,6,175,2,0.88
2026-06-25,tomato,kano,669.99,6,176,3,0.88
2026-06-26,tomato,kano,736.89,6,177,4,0.88
2026-06-27,tomato,kano,696.04,6,178,5,0.88
2026-06-28,tomato,kano,655.04,6,179,6,0.88
2026-06-29,tomato,kano,669.79,6,180,0,0.88
2026-06-30,tomato,kano,760.08,6,181,1,0.88
2024-07-01,tomato,oyo,588.47,7,183,0,0.92
2024-07-02,tomato,oyo,608.77,7,184,1,0.92
2024-07-03,tomato,oyo,634.9,7,185,2,0.92
2024-07-04,tomato,oyo,612.94,7,186,3,0.92
2024-07-05,tomato,oyo,533.7,7,187,4,0.92
2024-07-06,tomato,oyo,695.3,7,188,5,0.92
2024-07-07,tomato,oyo,625.47,7,189,6,0.92
2024-07-08,tomato,oyo,700.21,7,190,0,0.92
2024-07-09,tomato,oyo,560.29,7,191,1,0.92
2024-07-10,tomato,oyo,740.48,7,192,2,0.92
2024-07-11,tomato,oyo,715.88,7,193,3,0.92
2024-07-12,tomato,oyo,441.34,7,194,4,0.92
2024-07-13,tomato,oyo,719.83,7,195,5,0.92
2024-07-14,tomato,oyo,683.59,7,196,6,0.92
2024-07-15,tomato,oyo,663.07,7,197,0,0.92
2024-07-16,tomato,oyo,671.98,7,198,1,0.92
2024-07-17,tomato,oyo,736.39,7,199,2,0.92
2024-07-18,tomato,oyo,704.09,7,200,3,0.92
2024-07-19,tomato,oyo,595.17,7,201,4,0.92
2024-07-20,tomato,oyo,669.69,7,202,5,0.92
2024-07-21,tomato,oyo,605.26,7,203,6,0.92
2024-07-22,tomato,oyo,615.67,7,204,0,0.92
2024-07-23,tomato,oyo,630.56,7,205,1,0.92
2024-07-24,tomato,oyo,576.99,7,206,2,0.92
2024-07-25,tomato,oyo,603.12,7,207,3,0.92
2024-07-26,tomato,oyo,729.69,7,208,4,0.92
2024-07-27,tomato,oyo,616.63,7,209,5,0.92
2024-07-28,tomato,oyo,695.66,7,210,6,0.92
2024-07-29,tomato,oyo,660.37,7,211,0,0.92
2024-07-30,tomato,oyo,680.52,7,212,1,0.92
2024-07-31,tomato,oyo,683.09,7,213,2,0.92
2024-08-01,tomato,oyo,622.38,8,214,3,0.95
2024-08-02,tomato,oyo,719.46,8,215,4,0.95
2024-08-03,tomato,oyo,607.56,8,216,5,0.95
2024-08-04,tomato,oyo,636.71,8,217,6,0.95
2024-08-05,tomato,oyo,705.97,8,218,0,0.95
2024-08-06,tomato,oyo,620.39,8,219,1,0.95
2024-08-07,tomato,oyo,569.11,8,220,2,0.95
2024-08-08,tomato,oyo,694.28,8,221,3,0.95
2024-08-09,tomato,oyo,591.08,8,222,4,0.95
2024-08-10,tomato,oyo,712.66,8,223,5,0.95
2024-08-11,tomato,oyo,659.87,8,224,6,0.95
2024-08-12,tomato,oyo,694.61,8,225,0,0.95
2024-08-13,tomato,oyo,693.87,8,226,1,0.95
2024-08-14,tomato,oyo,718.01,8,227,2,0.95
2024-08-15,tomato,oyo,710.48,8,228,3,0.95
2024-08-16,tomato,oyo,622.46,8,229,4,0.95
2024-08-17,tomato,oyo,664.61,8,230,5,0.95
2024-08-18,tomato,oyo,696.23,8,231,6,0.95
2024-08-19,tomato,oyo,756.07,8,232,0,0.95
2024-08-20,tomato,oyo,712.44,8,233,1,0.95
2024-08-21,tomato,oyo,751.12,8,234,2,0.95
2024-08-22,tomato,oyo,700.23,8,235,3,0.95
2024-08-23,tomato,oyo,738.79,8,236,4,0.95
2024-08-24,tomato,oyo,693.32,8,237,5,0.95
2024-08-25,tomato,oyo,736.89,8,238,6,0.95
2024-08-26,tomato,oyo,661.18,8,239,0,0.95
2024-08-27,tomato,oyo,765.7,8,240,1,0.95
2024-08-28,tomato,oyo,708.08,8,241,2,0.95
2024-08-29,tomato,oyo,604.88,8,242,3,0.95
2024-08-30,tomato,oyo,701.44,8,243,4,0.95
2024-08-31,tomato,oyo,567.15,8,244,5,0.95
2024-09-01,tomato,oyo,753.76,9,245,6,1.0
2024-09-02,tomato,oyo,768.98,9,246,0,1.0
2024-09-03,tomato,oyo,830.72,9,247,1,1.0
2024-09-04,tomato,oyo,689.62,9,248,2,1.0
2024-09-05,tomato,oyo,831.87,9,249,3,1.0
2024-09-06,tomato,oyo,719.49,9,250,4,1.0
2024-09-07,tomato,oyo,676.82,9,251,5,1.0
2024-09-08,tomato,oyo,691.9,9,252,6,1.0
2024-09-09,tomato,oyo,752.57,9,253,0,1.0
2024-09-10,tomato,oyo,669.72,9,254,1,1.0
2024-09-11,tomato,oyo,946.88,9,255,2,1.0
2024-09-12,tomato,oyo,740.75,9,256,3,1.0
2024-09-13,tomato,oyo,710.95,9,257,4,1.0
2024-09-14,tomato,oyo,648.38,9,258,5,1.0
2024-09-15,tomato,oyo,735.91,9,259,6,1.0
2024-09-16,tomato,oyo,763.61,9,260,0,1.0
2024-09-17,tomato,oyo,790.88,9,261,1,1.0
2024-09-18,tomato,oyo,740.06,9,262,2,1.0
2024-09-19,tomato,oyo,698.76,9,263,3,1.0
2024-09-20,tomato,oyo,737.71,9,264,4,1.0
2024-09-21,tomato,oyo,735.55,9,265,5,1.0
2024-09-22,tomato,oyo,766.64,9,266,6,1.0
2024-09-23,tomato,oyo,726.58,9,267,0,1.0
2024-09-24,tomato,oyo,872.97,9,268,1,1.0
2024-09-25,tomato,oyo,795.06,9,269,2,1.0
2024-09-26,tomato,oyo,695.83,9,270,3,1.0
2024-09-27,tomato,oyo,690.31,9,271,4,1.0
2024-09-28,tomato,oyo,688.65,9,272,5,1.0
2024-09-29,tomato,oyo,759.7,9,273,6,1.0
2024-09-30,tomato,oyo,735.31,9,274,0,1.0
2024-10-01,tomato,oyo,576.98,10,275,1,0.85
2024-10-02,tomato,oyo,522.08,10,276,2,0.85
2024-10-03,tomato,oyo,601.93,10,277,3,0.85
2024-10-04,tomato,oyo,650.69,10,278,4,0.85
2024-10-05,tomato,oyo,559.41,10,279,5,0.85
2024-10-06,tomato,oyo,603.8,10,280,6,0.85
2024-10-07,tomato,oyo,679.97,10,281,0,0.85
2024-10-08,tomato,oyo,493.51,10,282,1,0.85
2024-10-09,tomato,oyo,599.07,10,283,2,0.85
2024-10-10,tomato,oyo,595.7,10,284,3,0.85
2024-10-11,tomato,oyo,549.76,10,285,4,0.85
2024-10-12,tomato,oyo,555.69,10,286,5,0.85
2024-10-13,tomato,oyo,662.67,10,287,6,0.85
2024-10-14,tomato,oyo,695.18,10,288,0,0.85
2024-10-15,tomato,oyo,585.87,10,289,1,0.85
2024-10-16,tomato,oyo,906.19,10,290,2,0.85
2024-10-17,tomato,oyo,579.32,10,291,3,0.85
2024-10-18,tomato,oyo,620.43,10,292,4,0.85
2024-10-19,tomato,oyo,562.9,10,293,5,0.85
2024-10-20,tomato,oyo,506.57,10,294,6,0.85
2024-10-21,tomato,oyo,678.62,10,295,0,0.85
2024-10-22,tomato,oyo,656.59,10,296,1,0.85
2024-10-23,tomato,oyo,683.86,10,297,2,0.85
2024-10-24,tomato,oyo,629.94,10,298,3,0.85
2024-10-25,tomato,oyo,564.3,10,299,4,0.85
2024-10-26,tomato,oyo,598.7,10,300,5,0.85
2024-10-27,tomato,oyo,457.92,10,301,6,0.85
2024-10-28,tomato,oyo,550.76,10,302,0,0.85
2024-10-29,tomato,oyo,610.7,10,303,1,0.85
2024-10-30,tomato,oyo,677.27,10,304,2,0.85
2024-10-31,tomato,oyo,600.26,10,305,3,0.85
2024-11-01,tomato,oyo,665.0,11,306,4,0.88
2024-11-02,tomato,oyo,660.96,11,307,5,0.88
2024-11-03,tomato,oyo,582.61,11,308,6,0.88
2024-11-04,tomato,oyo,583.97,11,309,0,0.88
2024-11-05,tomato,oyo,682.41,11,310,1,0.88
2024-11-06,tomato,oyo,602.12,11,311,2,0.88
2024-11-07,tomato,oyo,669.52,11,312,3,0.88
2024-11-08,tomato,oyo,601.74,11,313,4,0.88
2024-11-09,tomato,oyo,612.03,11,314,5,0.88
2024-11-10,tomato,oyo,669.18,11,315,6,0.88
2024-11-11,tomato,oyo,639.75,11,316,0,0.88
2024-11-12,tomato,oyo,631.72,11,317,1,0.88
2024-11-13,tomato,oyo,598.37,11,318,2,0.88
2024-11-14,tomato,oyo,656.47,11,319,3,0.88
2024-11-15,tomato,oyo,606.7,11,320,4,0.88
2024-11-16,tomato,oyo,678.01,11,321,5,0.88
2024-11-17,tomato,oyo,600.25,11,322,6,0.88
2024-11-18,tomato,oyo,632.65,11,323,0,0.88
2024-11-19,tomato,oyo,509.84,11,324,1,0.88
2024-11-20,tomato,oyo,621.65,11,325,2,0.88
2024-11-21,tomato,oyo,659.01,11,326,3,0.88
2024-11-22,tomato,oyo,672.58,11,327,4,0.88
2024-11-23,tomato,oyo,565.75,11,328,5,0.88
2024-11-24,tomato,oyo,660.38,11,329,6,0.88
2024-11-25,tomato,oyo,683.25,11,330,0,0.88
2024-11-26,tomato,oyo,692.26,11,331,1,0.88
2024-11-27,tomato,oyo,705.96,11,332,2,0.88
2024-11-28,tomato,oyo,752.71,11,333,3,0.88
2024-11-29,tomato,oyo,660.48,11,334,4,0.88
2024-11-30,tomato,oyo,643.15,11,335,5,0.88
2024-12-01,tomato,oyo,939.71,12,336,6,1.1
2024-12-02,tomato,oyo,827.34,12,337,0,1.1
2024-12-03,tomato,oyo,792.35,12,338,1,1.1
2024-12-04,tomato,oyo,919.94,12,339,2,1.1
2024-12-05,tomato,oyo,808.03,12,340,3,1.1
2024-12-06,tomato,oyo,867.43,12,341,4,1.1
2024-12-07,tomato,oyo,790.54,12,342,5,1.1
2024-12-08,tomato,oyo,863.25,12,343,6,1.1
2024-12-09,tomato,oyo,870.69,12,344,0,1.1
2024-12-10,tomato,oyo,921.91,12,345,1,1.1
2024-12-11,tomato,oyo,808.94,12,346,2,1.1
2024-12-12,tomato,oyo,836.68,12,347,3,1.1
2024-12-13,tomato,oyo,854.14,12,348,4,1.1
2024-12-14,tomato,oyo,829.05,12,349,5,1.1
2024-12-15,tomato,oyo,780.48,12,350,6,1.1
2024-12-16,tomato,oyo,897.42,12,351,0,1.1
2024-12-17,tomato,oyo,835.24,12,352,1,1.1
2024-12-18,tomato,oyo,729.26,12,353,2,1.1
2024-12-19,tomato,oyo,754.4,12,354,3,1.1
2024-12-20,tomato,oyo,808.15,12,355,4,1.1
2024-12-21,tomato,oyo,793.83,12,356,5,1.1
2024-12-22,tomato,oyo,743.68,12,357,6,1.1
2024-12-23,tomato,oyo,759.14,12,358,0,1.1
2024-12-24,tomato,oyo,937.95,12,359,1,1.1
2024-12-25,tomato,oyo,897.24,12,360,2,1.1
2024-12-26,tomato,oyo,917.73,12,361,3,1.1
2024-12-27,tomato,oyo,936.42,12,362,4,1.1
2024-12-28,tomato,oyo,810.3,12,363,5,1.1
2024-12-29,tomato,oyo,870.24,12,364,6,1.1
2024-12-30,tomato,oyo,691.16,12,365,0,1.1
2024-12-31,tomato,oyo,866.26,12,366,1,1.1
2025-01-01,tomato,oyo,817.03,1,1,2,1.15
2025-01-02,tomato,oyo,835.9,1,2,3,1.15
2025-01-03,tomato,oyo,889.32,1,3,4,1.15
2025-01-04,tomato,oyo,868.79,1,4,5,1.15
2025-01-05,tomato,oyo,833.99,1,5,6,1.15
2025-01-06,tomato,oyo,837.64,1,6,0,1.15
2025-01-07,tomato,oyo,806.74,1,7,1,1.15
2025-01-08,tomato,oyo,780.65,1,8,2,1.15
2025-01-09,tomato,oyo,777.25,1,9,3,1.15
2025-01-10,tomato,oyo,928.2,1,10,4,1.15
2025-01-11,tomato,oyo,855.57,1,11,5,1.15
2025-01-12,tomato,oyo,972.37,1,12,6,1.15
2025-01-13,tomato,oyo,920.44,1,13,0,1.15
2025-01-14,tomato,oyo,901.03,1,14,1,1.15
2025-01-15,tomato,oyo,797.84,1,15,2,1.15
2025-01-16,tomato,oyo,796.78,1,16,3,1.15
2025-01-17,tomato,oyo,881.45,1,17,4,1.15
2025-01-18,tomato,oyo,876.86,1,18,5,1.15
2025-01-19,tomato,oyo,842.8,1,19,6,1.15
2025-01-20,tomato,oyo,900.82,1,20,0,1.15
2025-01-21,tomato,oyo,894.78,1,21,1,1.15
2025-01-22,tomato,oyo,881.85,1,22,2,1.15
